city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,indoor,sky_share,road_share,ceiling_share
City of London,paul_s_walk/east_to_west/003_n01339_W_F.jpg,n01339,paul_s_walk,east_to_west,F,3,W,True,,paul_s_walk,,,1,1.1938055594750954,5,5.371435845213849,3,2.6028790786948175,6,5.944865245728378,6,5.566072364971158,3,3.159761781460383,4,4.206012024048096,6,5.620271580989331,6,5.505850928516916,2,2.4260528893241924,,,,,,,,,,,,1,6,2,6,6,3,6,6,6,1,0.7087,0.1232,0.0747,0.0243,0.0311,0.0214,0.0167,0.0301,0.0438,0.135,0.135,0.1964,0.3669,0.0928,0.158,0.2952,0.2605,0.0958,0.0846,0.0659,0.04,0.0011,0.0026,0.0134,0.0466,0.1843,0.5677,0.1843,0.007,0.019,0.0663,0.1238,0.2622,0.3814,0.1403,0.1704,0.1504,0.1931,0.1034,0.1327,0.1327,0.1171,0.0383,0.081,0.1943,0.2495,0.1336,0.2828,0.0205,0.0067,0.0264,0.092,0.1339,0.1948,0.4124,0.1339,0.0196,0.047,0.1276,0.1276,0.1857,0.3931,0.0994,0.2971,0.2042,0.1802,0.0851,0.0965,0.1093,0.0276,False,0.305804,0.000317,0.0
City of London,paul_s_walk/east_to_west/004_n01340_W_F.jpg,n01340,paul_s_walk,east_to_west,F,4,W,True,,paul_s_walk,,,4,3.593470149253731,5,4.931668602400309,6,5.580506607929515,6,5.860274237157204,6,5.759568313306631,5,5.024276859504132,4,4.168236032642812,6,5.609078947368421,5,5.3716069489685125,2,2.041361043194784,,,,,,,,,,,,3,5,6,6,6,6,4,6,6,1,0.0363,0.087,0.3441,0.268,0.1625,0.087,0.0151,0.035,0.0576,0.1567,0.1567,0.2583,0.228,0.1077,0.0073,0.0256,0.1148,0.1301,0.1893,0.454,0.0789,0.0015,0.004,0.0228,0.0701,0.2159,0.5178,0.1681,0.0039,0.0106,0.0418,0.0885,0.2405,0.4494,0.1653,0.0159,0.0489,0.1708,0.1708,0.1936,0.3192,0.0807,0.018,0.0711,0.1932,0.3186,0.219,0.1705,0.0096,0.0061,0.0275,0.0848,0.1398,0.2034,0.38,0.1584,0.0411,0.0768,0.1435,0.0986,0.1842,0.3441,0.1117,0.3571,0.2454,0.1911,0.0621,0.0621,0.0621,0.0201,False,0.284952,0.001572,0.0
City of London,paul_s_walk/east_to_west/005_n01341_W_F.jpg,n01341,paul_s_walk,east_to_west,F,5,W,True,,paul_s_walk,,,1,1.2929056237879768,5,5.17274472168906,3,2.8408304498269894,6,5.827630018634593,5,5.435496957403651,2,2.0700854700854703,6,5.787863247863248,5,5.476476236197792,5,5.085187539732994,3,2.6303897895826145,,,,,,,,,,,,1,6,3,6,6,1,6,6,6,3,0.6188,0.1565,0.1075,0.0349,0.0396,0.024,0.0187,0.041,0.0527,0.1433,0.1433,0.2084,0.3436,0.0677,0.1325,0.2476,0.3179,0.1169,0.0911,0.0709,0.023,0.001,0.0027,0.0157,0.0705,0.2172,0.5903,0.1026,0.0179,0.0378,0.0907,0.132,0.2465,0.3587,0.1165,0.3405,0.234,0.1609,0.0522,0.0671,0.0861,0.0592,0.0083,0.02,0.0617,0.1152,0.1305,0.585,0.0792,0.0171,0.0465,0.0984,0.1432,0.2083,0.3434,0.1432,0.0656,0.0954,0.1573,0.1225,0.1573,0.2939,0.1081,0.1992,0.2558,0.2899,0.0941,0.0733,0.0733,0.0144,False,0.316016,0.000439,0.0
City of London,paul_s_walk/west_to_east/001_n01341_E_F.jpg,n01341,paul_s_walk,west_to_east,F,1,E,True,,paul_s_walk,,,3,3.27337786259542,6,5.575607416879795,4,4.290339702760084,6,5.943366266760762,5,5.128684101286841,4,4.4451754385964914,4,4.124790969899665,6,5.554987212276215,5,5.191933240611961,3,2.9784327821710996,,,,,,,,,,,,3,6,3,6,6,3,6,6,6,3,0.1157,0.1311,0.3144,0.1907,0.1485,0.0795,0.0201,0.0423,0.0423,0.1151,0.1304,0.1674,0.3128,0.1897,0.0155,0.0693,0.2741,0.1884,0.2419,0.1884,0.0225,0.001,0.0026,0.0151,0.0465,0.184,0.5668,0.184,0.0254,0.0609,0.1289,0.1461,0.2409,0.3093,0.0886,0.0403,0.0968,0.2322,0.1596,0.1808,0.2049,0.0854,0.0534,0.0997,0.1863,0.2392,0.128,0.2711,0.0223,0.0072,0.0283,0.0989,0.163,0.1847,0.391,0.1269,0.0467,0.0872,0.163,0.1269,0.1438,0.3451,0.0872,0.1688,0.1912,0.2782,0.116,0.116,0.116,0.0139,False,0.337841,0.065185,0.0
City of London,paul_s_walk/west_to_east/002_n01340_E_F.jpg,n01340,paul_s_walk,west_to_east,F,2,E,True,,paul_s_walk,,,1,1.2398058252427187,4,4.484988962472406,3,2.6331380208333335,6,5.865278934221482,6,5.696136525242949,2,2.1685101970273073,4,4.143718350614902,5,5.0516802443991855,4,4.114265436479773,2,1.9958408679927664,,,,,,,,,,,,1,4,2,6,6,1,4,6,6,1,0.6695,0.1693,0.0906,0.0229,0.026,0.0123,0.0095,0.0394,0.0573,0.1999,0.2265,0.2265,0.1999,0.0505,0.1451,0.3072,0.3072,0.113,0.0605,0.0534,0.0135,0.0013,0.0036,0.0181,0.0633,0.195,0.6005,0.1182,0.0112,0.027,0.0647,0.0941,0.2258,0.4219,0.1552,0.2893,0.2893,0.1988,0.0646,0.0503,0.0731,0.0346,0.0206,0.0561,0.1525,0.4147,0.1525,0.1959,0.0076,0.0126,0.0438,0.1191,0.2225,0.1964,0.3238,0.0819,0.0854,0.1243,0.1809,0.1409,0.1596,0.2632,0.0457,0.3551,0.2765,0.1677,0.0617,0.0617,0.0617,0.0156,False,0.314701,0.002709,0.0
City of London,paul_s_walk/west_to_east/003_n01339_E_F.jpg,n01339,paul_s_walk,west_to_east,F,3,E,True,,paul_s_walk,,,1,1.1117283950617285,5,4.612745098039215,2,2.0965939329430547,6,5.909543918918919,6,5.984783588818756,2,1.8580387685290762,4,3.6316908897554057,5,4.671388101983003,5,5.455379746835443,2,2.1057166876839006,,,,,,,,,,,,1,6,2,6,6,1,3,6,6,1,0.81,0.0967,0.0457,0.0116,0.0168,0.009,0.0102,0.0555,0.0629,0.1938,0.1938,0.1938,0.2196,0.0808,0.2583,0.3758,0.1775,0.0576,0.0449,0.0509,0.035,0.0015,0.0045,0.0203,0.0624,0.1696,0.592,0.1497,0.0049,0.0092,0.0284,0.06,0.1849,0.4436,0.269,0.3829,0.2631,0.1243,0.0457,0.0587,0.0665,0.0587,0.0433,0.1332,0.2821,0.2821,0.1332,0.1176,0.0085,0.0105,0.0535,0.1649,0.24,0.2118,0.2719,0.0473,0.0242,0.0581,0.1394,0.1394,0.158,0.4295,0.0513,0.3461,0.2379,0.1635,0.0682,0.0772,0.0875,0.0195,False,0.24093,0.000146,0.0
City of London,paul_s_walk/west_to_east/004_n01338_E_F.jpg,n01338,paul_s_walk,west_to_east,F,4,E,True,,paul_s_walk,,,1,1.12106780298283,5,5.060269799825936,2,2.13707605344296,6,5.695604596024075,6,5.600764419735928,2,1.7731809401159047,4,3.9902319902319903,5,4.803149606299213,6,5.5543789984557685,2,2.3194393212836593,,,,,,,,,,,,1,6,2,6,6,1,4,6,6,1,0.7979,0.108,0.045,0.0114,0.0188,0.0089,0.01,0.0311,0.0399,0.1579,0.1579,0.2298,0.2604,0.123,0.2361,0.3892,0.1839,0.0597,0.0465,0.0527,0.032,0.0022,0.01,0.045,0.108,0.2286,0.5483,0.0578,0.0054,0.0167,0.0516,0.1237,0.2618,0.4317,0.1091,0.3988,0.3106,0.1143,0.0327,0.042,0.054,0.0476,0.0377,0.1161,0.2168,0.2457,0.149,0.2168,0.0178,0.0089,0.0453,0.1583,0.2303,0.2032,0.2957,0.0582,0.0199,0.0541,0.1146,0.1299,0.1668,0.4533,0.0614,0.2711,0.2711,0.2112,0.0777,0.0777,0.0777,0.0135,False,0.202836,0.000159,0.0
City of London,paul_s_walk/west_to_east/005_n01337_E_F.jpg,n01337,paul_s_walk,west_to_east,F,5,E,False,"user-contributed panorama, not a Street View capture",paul_s_walk,,,2,2.3703143893591294,6,5.754724732949877,3,3.4201505016722407,6,5.649337813797193,6,5.866733668341708,4,3.5285913528591353,6,5.500107619457598,6,5.560236220472441,6,6.0297179314976495,4,4.011862695608279,,,,,,,,,,,,1,7,3,6,6,3,6,6,6,3,0.3501,0.1654,0.2727,0.1137,0.0608,0.0254,0.012,0.0121,0.02,0.079,0.0895,0.2434,0.2434,0.3125,0.0486,0.1165,0.3588,0.2794,0.1165,0.0707,0.0096,0.0023,0.0093,0.0471,0.1279,0.239,0.5059,0.0685,0.0038,0.0091,0.0318,0.0673,0.2074,0.4975,0.183,0.0698,0.1675,0.2437,0.2151,0.1478,0.1304,0.0257,0.0035,0.018,0.0807,0.1508,0.2487,0.4646,0.0337,0.0037,0.019,0.085,0.1401,0.2311,0.381,0.1401,0.0017,0.0052,0.0231,0.0381,0.1173,0.5956,0.2191,0.0304,0.0729,0.2882,0.1981,0.1981,0.1981,0.0143,False,0.171107,0.003602,0.0
City of London,philpot_lane/north_to_south/001_n01347_S_L.jpg,n01347,philpot_lane,north_to_south,L,1,S,False,"user-contributed panorama, not a Street View capture",philpot_lane,,,2,1.8801180376244926,5,5.418939110945088,2,2.386001470948762,3,3.124482401656315,6,5.7226918798665185,2,2.272714036109493,5,5.2360959651035985,5,5.386612021857924,6,5.718980495000819,1,1.4679875073199296,,,,,,,,,,,,1,5,2,2,6,2,6,6,6,1,0.3945,0.2711,0.2393,0.0534,0.0286,0.0082,0.005,0.0118,0.0249,0.1116,0.1116,0.2677,0.2362,0.2362,0.1324,0.4079,0.2804,0.0803,0.0487,0.0379,0.0123,0.0913,0.2811,0.1932,0.1705,0.1328,0.1172,0.014,0.0093,0.0254,0.0689,0.0885,0.2124,0.4495,0.1459,0.2083,0.3434,0.1838,0.0676,0.0766,0.0676,0.0527,0.0031,0.0176,0.0893,0.1891,0.2751,0.4003,0.0256,0.004,0.018,0.0915,0.1938,0.2196,0.4102,0.0629,0.0053,0.0209,0.0826,0.106,0.1543,0.6101,0.0209,0.5123,0.3107,0.1009,0.0255,0.0225,0.0199,0.0083,False,0.060848,0.237662,0.0
City of London,philpot_lane/north_to_south/001_n01347_S_R.jpg,n01347,philpot_lane,north_to_south,R,1,S,False,"user-contributed panorama, not a Street View capture",philpot_lane,,,1,1.0153298234747599,6,6.398653998416469,1,1.1713201409596095,1,1.3804078014184398,6,6.147583081570997,1,1.0778307370378983,3,2.5793405461102528,5,4.537393767705383,4,4.27508576329331,1,1.1493150684931508,,,,,,,,,,,,1,7,1,1,7,1,2,5,4,1,0.9687,0.0138,0.0065,0.0017,0.0024,0.0019,0.0051,0.0052,0.0111,0.0497,0.0564,0.1532,0.2526,0.4718,0.7378,0.1865,0.0286,0.0093,0.0105,0.0119,0.0153,0.564,0.2075,0.1111,0.0525,0.0361,0.0219,0.0071,0.0165,0.0187,0.0448,0.0575,0.1564,0.331,0.3751,0.8602,0.08,0.0202,0.0058,0.0074,0.0084,0.0179,0.1941,0.2825,0.1941,0.1177,0.0917,0.1039,0.0159,0.0155,0.1011,0.189,0.189,0.353,0.1299,0.0226,0.0191,0.0858,0.2058,0.2332,0.2058,0.2332,0.0169,0.7665,0.171,0.0382,0.0085,0.0066,0.0046,0.0046,False,0.0,0.0,0.0
City of London,philpot_lane/north_to_south/002_n01346_S_L.jpg,n01346,philpot_lane,north_to_south,L,2,S,False,"user-contributed panorama, not a Street View capture",philpot_lane,,,1,1.0652768284347232,7,6.577923292797006,3,3.2078501338090986,6,5.869855394883204,7,6.652910958904109,5,5.21976647206005,1,1.1126193132515185,5,4.766764922623434,7,6.619251045264497,1,1.203607876958459,,,,,,,,,,,,1,7,2,6,7,7,1,7,7,1,0.8778,0.0386,0.0234,0.0076,0.0182,0.011,0.0234,0.0161,0.0142,0.0387,0.0387,0.1052,0.2525,0.5345,0.1848,0.2094,0.1121,0.0529,0.1121,0.1439,0.1848,0.0112,0.0163,0.0391,0.0644,0.1751,0.5394,0.1545,0.2148,0.0156,0.0156,0.0107,0.0698,0.0896,0.584,0.2239,0.0824,0.0824,0.05,0.1199,0.1539,0.2875,0.8067,0.0963,0.0313,0.013,0.0115,0.0244,0.0167,0.1197,0.1056,0.1974,0.0823,0.1357,0.1357,0.2237,0.0352,0.031,0.0657,0.0398,0.1391,0.1391,0.5501,0.6957,0.0733,0.0504,0.021,0.0445,0.0504,0.0647,True,0.0,0.004127,0.382606
City of London,philpot_lane/north_to_south/002_n01346_S_R.jpg,n01346,philpot_lane,north_to_south,R,2,S,False,"user-contributed panorama, not a Street View capture",philpot_lane,,,1,1.2815814850530378,7,6.739183798711261,3,3.4137347767253043,4,4.365828804347826,5,5.407126611068992,3,3.0454849498327756,1,1.209214720370907,6,5.9689922480620154,6,6.122366288492707,1,1.1890980612531608,,,,,,,,,,,,1,7,1,6,7,1,1,6,7,1,0.6222,0.1388,0.0743,0.0273,0.0351,0.0511,0.0511,0.0082,0.0105,0.0325,0.0325,0.0778,0.1867,0.6518,0.215,0.1151,0.1478,0.1478,0.0896,0.215,0.0698,0.0422,0.1668,0.1472,0.1472,0.189,0.2749,0.0328,0.2464,0.055,0.0623,0.0333,0.1319,0.1919,0.2792,0.2465,0.1319,0.1495,0.1319,0.08,0.1694,0.0907,0.6902,0.1199,0.0642,0.0303,0.0208,0.0441,0.0303,0.0125,0.034,0.0924,0.0816,0.1345,0.3225,0.3225,0.1585,0.0583,0.0748,0.0454,0.1089,0.1234,0.4307,0.7118,0.1402,0.0584,0.019,0.0215,0.0276,0.0215,True,0.0,0.0,0.076055
City of London,philpot_lane/north_to_south/003_n01345_S_L.jpg,n01345,philpot_lane,north_to_south,L,3,S,True,,philpot_lane,,,5,5.0814814814814815,6,6.050367261280168,5,5.098553649512278,2,2.450511382382052,5,5.383906847410497,6,5.718944457248214,4,4.103341103341103,5,4.990777866880514,5,5.105719921104536,2,2.2650325545767904,,,,,,,,,,,,6,7,6,2,6,6,6,5,6,1,0.006,0.027,0.0944,0.2264,0.2565,0.3732,0.0164,0.0086,0.0142,0.0638,0.0638,0.1965,0.2859,0.3671,0.007,0.0355,0.1239,0.1591,0.2973,0.3369,0.0402,0.2083,0.3031,0.1838,0.1432,0.0868,0.0676,0.0071,0.0077,0.0236,0.0824,0.1359,0.2877,0.3694,0.0934,0.0029,0.0131,0.0518,0.0754,0.2632,0.4339,0.1596,0.0781,0.1458,0.1873,0.1287,0.1653,0.2725,0.0224,0.0037,0.0307,0.1072,0.1767,0.3741,0.2571,0.0506,0.0143,0.0499,0.1357,0.1537,0.2535,0.2872,0.1057,0.2958,0.2611,0.2611,0.0748,0.0583,0.04,0.0089,False,0.110123,0.149694,0.0
City of London,philpot_lane/north_to_south/003_n01345_S_R.jpg,n01345,philpot_lane,north_to_south,R,3,S,True,,philpot_lane,,,1,1.0800772110435188,6,5.886961494471978,2,2.058318739054291,3,2.539851222104145,6,5.81908713692946,2,1.5509954593084176,6,5.694144838212635,5,4.732403503081414,6,5.856452669505405,2,2.4765661252900233,,,,,,,,,,,,1,7,1,2,6,1,6,5,6,1,0.8548,0.0619,0.0376,0.0122,0.0157,0.0095,0.0084,0.0048,0.0131,0.0663,0.0852,0.2315,0.2623,0.3368,0.3235,0.2855,0.1732,0.0637,0.0562,0.0637,0.0341,0.2133,0.2739,0.1882,0.1466,0.0889,0.0785,0.0106,0.0109,0.0231,0.0712,0.0914,0.1935,0.3615,0.2484,0.4721,0.2863,0.093,0.0266,0.0342,0.0439,0.0439,0.004,0.0201,0.0703,0.1158,0.191,0.5192,0.0796,0.0082,0.0473,0.165,0.2119,0.3083,0.2119,0.0473,0.0019,0.0099,0.0442,0.0729,0.1544,0.6106,0.1061,0.2767,0.2155,0.2442,0.0793,0.0793,0.0793,0.0257,False,0.058627,0.106776,0.0
City of London,philpot_lane/north_to_south/004_n01344_S_L.jpg,n01344,philpot_lane,north_to_south,L,4,S,True,,philpot_lane,,,6,5.597116200169635,5,5.379144562334218,6,5.949194182389937,2,1.6100106119561375,6,5.64301024053346,6,5.872127229270086,3,3.42904993909866,5,4.9973710565848775,5,4.740546697038724,1,1.4843191742755062,,,,,,,,,,,,6,6,6,1,6,6,6,5,6,1,0.0207,0.0301,0.082,0.1351,0.1966,0.4716,0.0638,0.0218,0.0281,0.0979,0.0979,0.3016,0.3417,0.1109,0.0154,0.0154,0.0418,0.0608,0.1458,0.5088,0.2121,0.466,0.2827,0.1178,0.0631,0.0383,0.0263,0.0059,0.0077,0.0184,0.0568,0.1062,0.2547,0.4199,0.1363,0.0053,0.0068,0.0307,0.0573,0.2001,0.5439,0.1558,0.1279,0.2109,0.1642,0.1279,0.1129,0.2389,0.0173,0.0057,0.0372,0.1144,0.1469,0.3994,0.2423,0.0541,0.0432,0.1037,0.171,0.1509,0.2195,0.2488,0.0629,0.5038,0.3056,0.1124,0.0284,0.0221,0.0195,0.0081,False,0.053849,0.247293,0.0
City of London,philpot_lane/north_to_south/004_n01344_S_R.jpg,n01344,philpot_lane,north_to_south,R,4,S,True,,philpot_lane,,,1,1.0457383873794917,6,5.902951191827468,2,1.7553488372093022,2,2.0079697986577183,6,5.639157372986369,2,1.8725955829969128,6,5.621616358325219,5,4.895172413793103,6,5.915706264775413,2,1.9923285198555956,,,,,,,,,,,,1,7,2,2,6,2,6,5,6,1,0.9128,0.0454,0.0215,0.0042,0.0062,0.0037,0.0062,0.0055,0.0149,0.0668,0.0757,0.2333,0.2643,0.3394,0.3795,0.43,0.0959,0.0243,0.0214,0.0275,0.0214,0.3155,0.3576,0.1491,0.0904,0.0484,0.0333,0.0058,0.0084,0.0228,0.0701,0.102,0.2447,0.4035,0.1484,0.3279,0.4211,0.1065,0.0305,0.0392,0.0444,0.0305,0.0024,0.0137,0.0788,0.1298,0.2141,0.5135,0.0478,0.0077,0.0504,0.1552,0.1759,0.29,0.256,0.0647,0.0015,0.0059,0.0297,0.049,0.1333,0.6768,0.1038,0.3324,0.3324,0.2016,0.051,0.0397,0.035,0.0078,False,0.059923,0.123403,0.0
City of London,philpot_lane/north_to_south/005_n01343_S_L.jpg,n01343,philpot_lane,north_to_south,L,5,S,True,,philpot_lane,,,1,1.0622880397919965,6,5.759697835851368,2,1.7632940500143717,3,2.5082212257100154,6,5.658252140537349,1,1.4523070957735555,5,5.4281098546042,5,5.266900510204081,6,5.931453362255965,2,2.3088672040729743,,,,,,,,,,,,1,7,1,2,6,1,6,6,6,1,0.8846,0.0565,0.0303,0.0068,0.0098,0.0053,0.0068,0.0084,0.0177,0.0795,0.0901,0.2449,0.2449,0.3145,0.3942,0.3479,0.128,0.0367,0.0324,0.0324,0.0286,0.2007,0.292,0.2007,0.1379,0.0836,0.0738,0.0113,0.0191,0.0315,0.0756,0.097,0.2328,0.3387,0.2054,0.5158,0.3129,0.0698,0.0177,0.0257,0.0291,0.0291,0.0035,0.0179,0.0804,0.1701,0.2476,0.4625,0.0179,0.0031,0.02,0.0898,0.1481,0.3136,0.3553,0.07,0.0017,0.006,0.0304,0.0442,0.1202,0.6915,0.106,0.3027,0.2357,0.2357,0.0765,0.0765,0.0596,0.0133,False,0.054249,0.187231,0.0
City of London,philpot_lane/north_to_south/005_n01343_S_R.jpg,n01343,philpot_lane,north_to_south,R,5,S,True,,philpot_lane,,,2,2.0465039577836412,6,6.093813732154997,2,1.5782208588957054,2,1.7715706685172337,6,5.889357218124341,1,1.4720404521118382,6,5.97328119908765,5,4.852963382408456,6,6.090585704831238,2,1.5141113653699467,,,,,,,,,,,,1,7,1,2,6,1,6,5,6,1,0.4122,0.1516,0.2206,0.1042,0.0632,0.0383,0.0097,0.0054,0.0114,0.0511,0.0579,0.2022,0.2942,0.3778,0.4605,0.3586,0.08,0.026,0.026,0.026,0.0229,0.3815,0.4323,0.0965,0.0516,0.0244,0.0115,0.0023,0.0147,0.0243,0.0514,0.066,0.2032,0.3796,0.2609,0.5043,0.3059,0.0773,0.0196,0.0285,0.0322,0.0322,0.0017,0.0068,0.0306,0.0504,0.1209,0.6138,0.1759,0.0091,0.0591,0.1607,0.1821,0.2649,0.2649,0.0591,0.0012,0.0036,0.0161,0.0301,0.0927,0.6044,0.252,0.4898,0.2622,0.1238,0.0355,0.0402,0.0355,0.0131,False,0.072165,0.152543,0.0
City of London,philpot_lane/north_to_south/006_n01342_S_L.jpg,n01342,philpot_lane,north_to_south,L,6,S,True,,philpot_lane,,,3,2.7848898216159497,6,5.80990099009901,3,3.0671258779038357,2,2.362160474555105,5,5.0936225435669265,4,3.5396583282489322,6,5.896438312209209,6,5.72254127781766,6,6.028626340279183,2,1.9988471673254282,,,,,,,,,,,,3,5,3,2,6,3,6,6,6,1,0.1365,0.2251,0.4765,0.1063,0.0391,0.0112,0.0053,0.0028,0.0076,0.0387,0.0497,0.3243,0.2525,0.3243,0.0826,0.1982,0.3702,0.1543,0.0936,0.0826,0.0184,0.2201,0.3203,0.1943,0.1335,0.081,0.0433,0.0075,0.0152,0.0414,0.1274,0.1636,0.2697,0.3056,0.0773,0.0469,0.1639,0.3061,0.1639,0.1446,0.1276,0.0469,0.0022,0.0078,0.0352,0.0512,0.1576,0.6233,0.1227,0.0019,0.0126,0.0641,0.1057,0.2237,0.4179,0.1742,0.0048,0.0149,0.0521,0.059,0.1103,0.4943,0.2646,0.344,0.3036,0.2087,0.0598,0.0466,0.0282,0.0092,False,0.081144,0.30662,0.0
City of London,philpot_lane/north_to_south/006_n01342_S_R.jpg,n01342,philpot_lane,north_to_south,R,6,S,True,,philpot_lane,,,1,1.1019034917555772,6,6.234447004608295,2,2.021061205492204,4,3.8864653243847878,5,5.052357113057989,2,1.9587786259541986,6,5.759900137741047,6,5.870581186339125,6,5.991189018734929,2,1.9663239985820633,,,,,,,,,,,,1,7,2,4,6,1,6,6,6,1,0.8248,0.0869,0.0465,0.0104,0.0151,0.0071,0.0092,0.0029,0.0079,0.0453,0.0513,0.2028,0.2604,0.4294,0.2606,0.4297,0.1581,0.0453,0.04,0.0353,0.0311,0.0363,0.1436,0.2089,0.2682,0.1843,0.1436,0.0151,0.0324,0.0606,0.1454,0.1454,0.2397,0.3078,0.0687,0.3275,0.3275,0.1365,0.0443,0.0569,0.0502,0.0569,0.0016,0.0083,0.0477,0.0786,0.2137,0.5808,0.0694,0.0012,0.0063,0.0363,0.087,0.1842,0.5007,0.1842,0.0019,0.0087,0.0391,0.0501,0.1363,0.5391,0.2247,0.3623,0.2821,0.1939,0.0556,0.0556,0.0382,0.0124,False,0.068202,0.210989,0.0
City of London,philpot_lane/south_to_north/001_n01342_N_L.jpg,n01342,philpot_lane,south_to_north,L,1,N,True,,philpot_lane,,,1,1.138030888030888,6,5.537225042301184,2,1.9921497584541066,4,4.407295445384925,5,5.369216674301421,2,1.5446867321867321,5,4.896586345381526,6,5.704099821746881,6,5.666083196046128,2,1.702020202020202,,,,,,,,,,,,1,5,2,4,6,1,6,6,6,1,0.777,0.1052,0.0638,0.0161,0.0183,0.0086,0.0111,0.0092,0.0194,0.087,0.0767,0.3035,0.2364,0.2678,0.2845,0.414,0.1523,0.0436,0.0436,0.0385,0.0234,0.0261,0.0913,0.1705,0.2481,0.2189,0.2189,0.0261,0.043,0.0552,0.1168,0.1168,0.2183,0.3176,0.1324,0.4737,0.3256,0.0823,0.0236,0.0303,0.0303,0.0343,0.0504,0.0831,0.1758,0.1369,0.1992,0.2899,0.0647,0.0039,0.0173,0.0876,0.1275,0.1855,0.3927,0.1855,0.0213,0.0512,0.1228,0.0956,0.1391,0.4856,0.0844,0.4408,0.2673,0.1621,0.0465,0.041,0.0319,0.0104,False,0.124185,0.363792,0.0
City of London,philpot_lane/south_to_north/001_n01342_N_R.jpg,n01342,philpot_lane,south_to_north,R,1,N,True,,philpot_lane,,,2,2.022702991452992,6,5.6954602774274905,3,3.045439739413681,5,4.805565726839985,5,5.481282495667244,3,3.0231633130556856,6,5.8872034507548525,6,6.084325573129554,6,6.253745126205623,3,3.124785836664763,,,,,,,,,,,,1,7,3,5,6,2,6,6,6,3,0.3962,0.1872,0.2403,0.0884,0.0536,0.0224,0.012,0.0063,0.0134,0.0682,0.0992,0.2696,0.2379,0.3055,0.1129,0.211,0.307,0.1862,0.0776,0.088,0.0173,0.0093,0.0419,0.129,0.241,0.2731,0.2731,0.0326,0.0036,0.0144,0.0644,0.1363,0.2885,0.4198,0.073,0.1296,0.2422,0.2137,0.1664,0.1009,0.1144,0.0328,0.0009,0.0036,0.021,0.0504,0.1552,0.6955,0.0733,0.0006,0.0023,0.017,0.0408,0.1108,0.5627,0.2658,0.0011,0.0033,0.0167,0.0275,0.0847,0.4873,0.3795,0.0885,0.1874,0.3502,0.146,0.1288,0.0885,0.0106,False,0.103487,0.398978,0.0
