city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
"Murray Hill, Manhattan",1st_avenue/north_to_south/011_n00035_S.jpg,n00035,1st_avenue,north_to_south,W,11,S,True,,1st Avenue,avenue_secondary,f1,1,1.093181818181818,6,5.636085002043318,2,2.0,5,5.1281936351411925,5,5.369241842610364,2,1.7541061276058119,5,4.695632798573975,5,5.358140655105973,6,5.722391635809192,1,1.1683694044898507,,,,89.42832,,,0.5367320941078925,series,0.9253365954702168,0.5539720459261379,0.2202535327327486,1,7,2,6,6,1,6,6,6,1,0.836,0.0881,0.0367,0.0082,0.0135,0.0082,0.0093,0.0228,0.0292,0.102,0.0794,0.2447,0.2447,0.2772,0.2708,0.4464,0.1642,0.0415,0.0285,0.0366,0.0119,0.0207,0.0564,0.1194,0.1737,0.2231,0.3246,0.0821,0.0527,0.0677,0.1264,0.0984,0.2084,0.3032,0.1432,0.4065,0.3166,0.0907,0.026,0.0428,0.0623,0.055,0.0209,0.0729,0.1748,0.198,0.2244,0.2882,0.0209,0.0049,0.0318,0.1259,0.1617,0.2076,0.3422,0.1259,0.0229,0.0484,0.1161,0.0904,0.1315,0.4591,0.1315,0.7439,0.166,0.0539,0.0106,0.0106,0.0094,0.0057
"Murray Hill, Manhattan",1st_avenue/north_to_south/012_n00034_S.jpg,n00034,1st_avenue,north_to_south,W,12,S,True,,1st Avenue,avenue_secondary,f1,1,1.182551724137931,6,5.560013836042892,3,2.8453162806774976,4,4.362118713932399,6,5.875233064014916,2,2.2405824205183005,5,5.370715192551841,5,5.305424954792044,6,5.90146867447481,1,1.4158627087198516,,,,83.838288,,,,open_one_side,1.301109388256753,0.583737671518041,0.2089958859549019,1,5,3,4,6,2,6,6,6,1,0.725,0.1428,0.0674,0.0193,0.0219,0.0133,0.0103,0.006,0.0144,0.0645,0.0731,0.3276,0.2891,0.2252,0.1367,0.2553,0.2893,0.1367,0.0829,0.0829,0.0163,0.0256,0.0892,0.1889,0.2426,0.2141,0.2141,0.0256,0.0299,0.0339,0.0718,0.0634,0.1952,0.3218,0.284,0.2004,0.3743,0.1768,0.065,0.065,0.0737,0.0447,0.0063,0.0362,0.1116,0.1433,0.2363,0.4414,0.0249,0.0045,0.0291,0.1153,0.1306,0.2765,0.3133,0.1306,0.0068,0.0236,0.0642,0.0728,0.12,0.5379,0.1746,0.539,0.2546,0.1061,0.0268,0.0304,0.0304,0.0127
"Murray Hill, Manhattan",1st_avenue/north_to_south/013_n00033_S.jpg,n00033,1st_avenue,north_to_south,W,13,S,True,,1st Avenue,avenue_secondary,f1,1,1.1279614848600024,5,5.378911342894393,2,2.017657780815676,5,4.926356589147287,6,5.531665122026568,2,1.7646043165467629,5,4.696918451709884,5,5.441147378832839,6,5.9336466165413535,1,1.384100642398287,,,,89.42832,,,,open_one_side,0.3003105943431805,0.5655319375816512,0.2165813440043323,1,5,2,6,6,1,5,6,6,1,0.7893,0.121,0.0445,0.0113,0.0164,0.0088,0.0088,0.0119,0.0252,0.0996,0.0996,0.3068,0.2708,0.1861,0.2662,0.4389,0.1615,0.0524,0.036,0.0318,0.0133,0.0228,0.062,0.1312,0.1909,0.2451,0.2778,0.0702,0.0266,0.0438,0.1051,0.1051,0.2225,0.3237,0.1733,0.3938,0.3475,0.0996,0.0285,0.0366,0.047,0.047,0.0103,0.0462,0.1614,0.2348,0.2661,0.2661,0.015,0.0042,0.0274,0.1227,0.1575,0.2022,0.3778,0.1082,0.0059,0.0206,0.0635,0.0635,0.1187,0.532,0.1957,0.5604,0.2647,0.0974,0.0246,0.0246,0.0192,0.0091
"Murray Hill, Manhattan",1st_avenue/north_to_south/014_n00032_S.jpg,n00032,1st_avenue,north_to_south,W,14,S,True,,1st Avenue,avenue_secondary,f1,1,1.293909120206252,6,5.643533123028392,3,2.5250000000000004,5,5.334962406015038,6,5.869582772543742,3,2.6464305789769536,6,5.59860633829706,6,5.695086050724638,6,6.019131432944327,1,1.439047619047619,,,,89.42832,,,,open_one_side,0.1830114753980002,0.5892452867565141,0.2126209588948359,1,6,2,6,6,2,6,6,6,1,0.6206,0.1778,0.0952,0.0309,0.0397,0.0212,0.0146,0.0076,0.0182,0.0926,0.0926,0.2518,0.2853,0.2518,0.1541,0.3262,0.254,0.0934,0.0728,0.0728,0.0268,0.0038,0.017,0.0762,0.1828,0.266,0.387,0.0672,0.021,0.0305,0.0731,0.0731,0.1755,0.3715,0.2553,0.1779,0.2589,0.1779,0.0742,0.1079,0.1079,0.0952,0.0035,0.0203,0.091,0.1169,0.2184,0.5238,0.0261,0.0023,0.0151,0.087,0.1265,0.1841,0.4416,0.1434,0.0035,0.0123,0.0429,0.0551,0.1166,0.5227,0.2469,0.525,0.248,0.1034,0.0336,0.038,0.038,0.014
"Murray Hill, Manhattan",1st_avenue/north_to_south/015_n00031_S.jpg,n00031,1st_avenue,north_to_south,W,15,S,True,,1st Avenue,avenue_secondary,f1,1,1.1957074272804293,6,5.7788605697151425,2,2.4716645077720205,6,5.668393234672305,6,5.679872998343456,2,2.243398193189715,5,5.119880546075085,6,5.686641402179062,6,5.879207329217287,2,1.5334493426140758,,,,89.42832,,,,open_one_side,0.1900392824759325,0.5824531313236516,0.2148774121172894,1,7,2,6,6,2,6,6,6,1,0.7082,0.1395,0.0746,0.0189,0.0275,0.0167,0.0147,0.0103,0.0219,0.0866,0.0764,0.2355,0.2668,0.3024,0.1873,0.3088,0.2405,0.1003,0.0689,0.0689,0.0253,0.0022,0.0076,0.0388,0.1196,0.2532,0.473,0.1055,0.018,0.0337,0.0808,0.0916,0.2197,0.3622,0.1939,0.2539,0.2878,0.154,0.0642,0.0824,0.0934,0.0642,0.0103,0.0462,0.1422,0.1611,0.2344,0.3865,0.0192,0.0025,0.0164,0.0831,0.121,0.1994,0.4222,0.1553,0.0072,0.025,0.077,0.077,0.127,0.5021,0.1847,0.4831,0.2586,0.1222,0.035,0.0397,0.0449,0.0165
"Murray Hill, Manhattan",1st_avenue/north_to_south/016_n00030_S.jpg,n00030,1st_avenue,north_to_south,W,16,S,True,,1st Avenue,avenue_secondary,f1,1,1.1334401024983984,6,5.773240496800904,2,2.2428608855121825,5,5.399179157744468,6,5.854466467553625,2,2.1995685005393746,5,4.937865212310089,6,5.6111504007543616,6,5.806803475688667,1,1.3342611336032388,,,,89.42832,,,,open_one_side,0.0,0.5776011699830677,0.2184809870149318,1,7,2,6,6,1,6,6,6,1,0.7805,0.1056,0.0565,0.0143,0.0208,0.0111,0.0111,0.0117,0.0247,0.0863,0.0761,0.2345,0.2657,0.3011,0.2043,0.3817,0.2043,0.0752,0.0517,0.0585,0.0244,0.0031,0.014,0.0625,0.17,0.2802,0.4077,0.0625,0.0183,0.0267,0.064,0.0725,0.1971,0.3683,0.2531,0.2781,0.2781,0.1488,0.0548,0.0797,0.0903,0.0703,0.01,0.0505,0.1557,0.1764,0.2567,0.3296,0.0211,0.0029,0.0186,0.0947,0.1377,0.2004,0.4242,0.1215,0.0087,0.0269,0.083,0.083,0.1368,0.5409,0.1207,0.5928,0.2471,0.0802,0.023,0.023,0.023,0.0109
"Murray Hill, Manhattan",1st_avenue/north_to_south/017_n00029_S.jpg,n00029,1st_avenue,north_to_south,W,17,S,True,,1st Avenue,avenue_secondary,f1,1,1.115103456820716,6,6.3844594594594595,2,2.117087206728641,5,5.452464788732394,5,5.3567848882035465,2,2.175880223757815,4,4.345345963756178,6,5.839648707321887,6,5.6464903357070195,1,1.3460228240504173,,,,114.66576,,,,open_one_side,0.0,0.5591901705487159,0.2254857028943342,1,7,2,6,6,2,4,6,6,1,0.8071,0.1092,0.0455,0.0102,0.013,0.007,0.0079,0.0086,0.0142,0.0561,0.0561,0.1729,0.222,0.47,0.2134,0.4518,0.1883,0.0611,0.0371,0.0327,0.0155,0.0036,0.0144,0.0646,0.1757,0.2556,0.4214,0.0646,0.0146,0.0398,0.1081,0.1225,0.2594,0.333,0.1225,0.2682,0.3039,0.1627,0.0678,0.0768,0.0678,0.0528,0.0137,0.0614,0.2143,0.2428,0.2143,0.2428,0.0107,0.0018,0.0093,0.0534,0.0998,0.1645,0.5067,0.1645,0.0102,0.0356,0.0968,0.1097,0.1808,0.4915,0.0754,0.5871,0.2773,0.0795,0.0201,0.0156,0.0138,0.0065
"Murray Hill, Manhattan",1st_avenue/north_to_south/018_n00028_S.jpg,n00028,1st_avenue,north_to_south,W,18,S,True,,1st Avenue,avenue_secondary,f1,1,1.115103456820716,6,6.3844594594594595,2,2.117087206728641,5,5.452464788732394,5,5.3567848882035465,2,2.175880223757815,4,4.345345963756178,6,5.839648707321887,6,5.6464903357070195,1,1.3460228240504173,,,,114.66576,,,0.5367320941078925,series,0.0,0.5591901705487159,0.2254857028943342,1,7,2,6,6,2,4,6,6,1,0.8071,0.1092,0.0455,0.0102,0.013,0.007,0.0079,0.0086,0.0142,0.0561,0.0561,0.1729,0.222,0.47,0.2134,0.4518,0.1883,0.0611,0.0371,0.0327,0.0155,0.0036,0.0144,0.0646,0.1757,0.2556,0.4214,0.0646,0.0146,0.0398,0.1081,0.1225,0.2594,0.333,0.1225,0.2682,0.3039,0.1627,0.0678,0.0768,0.0678,0.0528,0.0137,0.0614,0.2143,0.2428,0.2143,0.2428,0.0107,0.0018,0.0093,0.0534,0.0998,0.1645,0.5067,0.1645,0.0102,0.0356,0.0968,0.1097,0.1808,0.4915,0.0754,0.5871,0.2773,0.0795,0.0201,0.0156,0.0138,0.0065
"Murray Hill, Manhattan",1st_avenue/north_to_south/019_n00027_S.jpg,n00027,1st_avenue,north_to_south,W,19,S,True,,1st Avenue,avenue_secondary,f1,1,1.0665414389799635,7,6.809728381374723,2,1.9046454767726162,5,5.3195,6,5.565750149432158,2,1.776178481468154,5,4.563573883161512,6,5.790708698743778,6,5.825082508250825,1,1.2377097876132481,,,,114.66576,,,0.5367320941078925,series,0.0948283243357292,0.531274004450575,0.2356613228703191,1,7,2,6,6,1,6,6,6,1,0.8784,0.0721,0.0234,0.0052,0.0086,0.0046,0.0076,0.0038,0.0055,0.0192,0.0218,0.0671,0.161,0.7216,0.3092,0.4499,0.1289,0.0369,0.0288,0.0288,0.0174,0.0029,0.0116,0.0591,0.182,0.3,0.3853,0.0591,0.0167,0.0353,0.0959,0.1086,0.2299,0.3346,0.1791,0.4044,0.2779,0.1159,0.0376,0.0547,0.0547,0.0547,0.0236,0.0825,0.1978,0.1746,0.1746,0.3261,0.0208,0.0028,0.0144,0.0647,0.1209,0.1759,0.4219,0.1993,0.0094,0.0291,0.079,0.0895,0.1302,0.5151,0.1476,0.6733,0.2186,0.0626,0.014,0.014,0.0109,0.0066
"Murray Hill, Manhattan",1st_avenue/north_to_south/020_n00026_S.jpg,n00026,1st_avenue,north_to_south,W,20,S,True,,1st Avenue,avenue_secondary,f1,1,1.0665414389799635,7,6.809728381374723,2,1.9046454767726162,5,5.3195,6,5.565750149432158,2,1.776178481468154,5,4.563573883161512,6,5.790708698743778,6,5.825082508250825,1,1.2377097876132481,,,,114.66576,,,0.5367320941078925,series,0.0948283243357292,0.531274004450575,0.2356613228703191,1,7,2,6,6,1,6,6,6,1,0.8784,0.0721,0.0234,0.0052,0.0086,0.0046,0.0076,0.0038,0.0055,0.0192,0.0218,0.0671,0.161,0.7216,0.3092,0.4499,0.1289,0.0369,0.0288,0.0288,0.0174,0.0029,0.0116,0.0591,0.182,0.3,0.3853,0.0591,0.0167,0.0353,0.0959,0.1086,0.2299,0.3346,0.1791,0.4044,0.2779,0.1159,0.0376,0.0547,0.0547,0.0547,0.0236,0.0825,0.1978,0.1746,0.1746,0.3261,0.0208,0.0028,0.0144,0.0647,0.1209,0.1759,0.4219,0.1993,0.0094,0.0291,0.079,0.0895,0.1302,0.5151,0.1476,0.6733,0.2186,0.0626,0.014,0.014,0.0109,0.0066
"Murray Hill, Manhattan",1st_avenue/north_to_south/021_n00025_S.jpg,n00025,1st_avenue,north_to_south,W,21,S,True,,1st Avenue,avenue_secondary,f1,1,1.1089577950043066,7,6.755605381165919,2,2.206433637284701,5,5.467409948542024,6,5.603530400672457,2,1.9151917404129795,5,4.884023099133783,6,5.802055406613047,6,5.789741921492084,1,1.2196058542240256,,,,139.9032,,,,open_one_side,0.0458642214838545,0.5675092316281081,0.2198539433496241,1,7,2,6,6,1,6,6,6,1,0.8127,0.0971,0.0405,0.0102,0.0191,0.0102,0.0102,0.004,0.0066,0.0229,0.0259,0.0799,0.1917,0.669,0.2113,0.3948,0.2113,0.0686,0.0472,0.0472,0.0197,0.0025,0.01,0.0507,0.1561,0.2915,0.4242,0.0651,0.0228,0.0426,0.1023,0.0902,0.2165,0.3569,0.1686,0.339,0.339,0.1247,0.0405,0.0589,0.052,0.0459,0.0151,0.0675,0.1834,0.1618,0.2078,0.3426,0.0219,0.0021,0.0105,0.0535,0.1132,0.1866,0.4476,0.1866,0.0058,0.023,0.0801,0.0908,0.1696,0.4611,0.1696,0.6901,0.1977,0.0642,0.0143,0.0143,0.0126,0.0068
"Murray Hill, Manhattan",1st_avenue/north_to_south/022_n00023_S.jpg,n00023,1st_avenue,north_to_south,W,22,S,True,,1st Avenue,avenue_secondary,f1,2,1.8598853153826975,7,6.6313811188811185,3,2.5491698595146874,5,5.195484774238712,5,5.191339748334567,2,2.2566318926974667,4,4.0896739130434785,6,5.8035913450814185,6,5.663488322262696,1,1.3360807401177461,,,,139.9032,,,,open_one_side,0.4664021044091837,0.5824060453049993,0.2111833141834377,2,7,2,6,6,2,3,6,6,1,0.3539,0.4011,0.1672,0.0423,0.0226,0.0094,0.0035,0.0064,0.0105,0.0366,0.0366,0.1276,0.2104,0.572,0.1677,0.3132,0.3132,0.1017,0.0544,0.0424,0.0074,0.0046,0.0207,0.0819,0.1964,0.2857,0.3669,0.0438,0.0222,0.0469,0.1276,0.1276,0.2702,0.3061,0.0994,0.2306,0.3355,0.2035,0.0749,0.0661,0.0583,0.0312,0.0362,0.1116,0.2362,0.184,0.2085,0.2085,0.0151,0.0018,0.0093,0.0535,0.1133,0.1869,0.4483,0.1869,0.011,0.0383,0.1041,0.1041,0.1717,0.4667,0.1041,0.5945,0.2808,0.071,0.018,0.0158,0.014,0.0058
"Murray Hill, Manhattan",1st_avenue/north_to_south/023_n00022_S.jpg,n00022,1st_avenue,north_to_south,W,23,S,True,,1st Avenue,avenue_secondary,f1,2,1.8598853153826975,7,6.6313811188811185,3,2.5491698595146874,5,5.195484774238712,5,5.191339748334567,2,2.2566318926974667,4,4.0896739130434785,6,5.8035913450814185,6,5.663488322262696,1,1.3360807401177461,,,,139.9032,,,,open_one_side,0.4664021044091837,0.5824060453049993,0.2111833141834377,2,7,2,6,6,2,3,6,6,1,0.3539,0.4011,0.1672,0.0423,0.0226,0.0094,0.0035,0.0064,0.0105,0.0366,0.0366,0.1276,0.2104,0.572,0.1677,0.3132,0.3132,0.1017,0.0544,0.0424,0.0074,0.0046,0.0207,0.0819,0.1964,0.2857,0.3669,0.0438,0.0222,0.0469,0.1276,0.1276,0.2702,0.3061,0.0994,0.2306,0.3355,0.2035,0.0749,0.0661,0.0583,0.0312,0.0362,0.1116,0.2362,0.184,0.2085,0.2085,0.0151,0.0018,0.0093,0.0535,0.1133,0.1869,0.4483,0.1869,0.011,0.0383,0.1041,0.1041,0.1717,0.4667,0.1041,0.5945,0.2808,0.071,0.018,0.0158,0.014,0.0058
"Murray Hill, Manhattan",1st_avenue/north_to_south/024_n00021_S.jpg,n00021,1st_avenue,north_to_south,W,24,S,True,,1st Avenue,avenue_secondary,f1,1,1.086210960518562,6,5.84945652173913,2,2.03719817272134,4,4.396138720057204,5,4.735760971055089,2,1.812612883804937,5,5.032301480484522,6,5.943775978998032,6,5.7171830411740725,1,1.355385409497591,,,,92.202,,,0.5367320941078925,series,0.4651166739749774,0.5943332297379051,0.2003326075068833,1,7,2,4,6,1,6,6,6,1,0.8485,0.0894,0.0329,0.0073,0.0094,0.005,0.0073,0.0156,0.0227,0.0791,0.0791,0.2149,0.276,0.3127,0.2461,0.4597,0.1691,0.0485,0.0333,0.0294,0.0139,0.0179,0.0707,0.1697,0.2797,0.2468,0.1922,0.023,0.0478,0.0893,0.1891,0.1472,0.2142,0.2428,0.0696,0.3764,0.3322,0.1222,0.0397,0.045,0.045,0.0397,0.0098,0.0497,0.1532,0.1736,0.2229,0.3674,0.0235,0.0021,0.0095,0.0482,0.09,0.1484,0.4571,0.2447,0.0131,0.0403,0.1095,0.0966,0.1406,0.4906,0.1095,0.5812,0.2745,0.0891,0.0199,0.0175,0.0121,0.0057
"Murray Hill, Manhattan",1st_avenue/north_to_south/025_n00020_S.jpg,n00020,1st_avenue,north_to_south,W,25,S,True,,1st Avenue,avenue_secondary,f1,1,1.2662206317099733,5,5.444823178525778,3,2.566936373666789,5,4.688368690563277,4,4.0796460176991145,2,2.2603508771929826,4,4.227191413237925,6,5.556578947368421,5,4.9838815789473685,1,1.2709302325581395,,,,92.202,,,0.5367320941078925,series,0.1191394579974442,0.5847655031455594,0.1959837314666008,1,6,2,4,6,2,6,6,6,1,0.6427,0.1625,0.087,0.0282,0.0363,0.0282,0.0151,0.028,0.0408,0.1256,0.0978,0.2347,0.2659,0.2071,0.1649,0.3082,0.2719,0.1,0.0688,0.0688,0.0174,0.0083,0.0419,0.1291,0.2734,0.2734,0.2413,0.0327,0.0823,0.1197,0.1974,0.1356,0.1974,0.2236,0.044,0.2515,0.285,0.1729,0.0636,0.0817,0.0817,0.0636,0.0374,0.1153,0.2153,0.1677,0.1677,0.2765,0.02,0.0033,0.0189,0.0961,0.1584,0.2034,0.38,0.1398,0.0559,0.0922,0.1722,0.1341,0.152,0.3218,0.0718,0.645,0.2373,0.068,0.0172,0.0152,0.0118,0.0056
"Murray Hill, Manhattan",1st_avenue/north_to_south/026_n00019_S.jpg,n00019,1st_avenue,north_to_south,W,26,S,True,,1st Avenue,avenue_secondary,f1,1,1.3063645287958117,6,5.552532123960695,2,2.2914634146341464,5,4.688056125941136,4,4.031399046104928,2,1.953426480372588,3,3.4801961523953224,6,5.500412087912088,5,5.1054545454545455,1,1.3056906614785992,,,,44.500800000000005,,,,open_one_side,0.0036112848030508,0.572299613657707,0.1895865415690598,1,6,2,5,5,1,3,6,6,1,0.6112,0.1751,0.0937,0.0345,0.0443,0.0269,0.0144,0.0316,0.0406,0.1103,0.0859,0.2335,0.2646,0.2335,0.1975,0.369,0.2238,0.0823,0.0566,0.0499,0.0208,0.0088,0.0448,0.138,0.2578,0.2922,0.2275,0.0308,0.098,0.1258,0.1831,0.1258,0.2074,0.2074,0.0524,0.3406,0.3006,0.142,0.0461,0.0592,0.0592,0.0522,0.067,0.1608,0.2651,0.1608,0.1608,0.1608,0.0247,0.0046,0.0264,0.1043,0.172,0.1949,0.364,0.1339,0.065,0.1071,0.1558,0.1214,0.1375,0.3299,0.0834,0.6168,0.2571,0.0737,0.0186,0.0164,0.0113,0.006
"Murray Hill, Manhattan",1st_avenue/north_to_south/027_n00018_S.jpg,n00018,1st_avenue,north_to_south,W,27,S,True,,1st Avenue,avenue_secondary,f1,3,2.59597875569044,5,4.9026479750778815,3,2.703005303476724,5,4.88119295958279,4,3.6613981762917933,2,2.1169014084507043,4,4.442580340264651,6,5.500687190764157,5,5.496641791044776,2,1.6121451104100948,,,,44.500800000000005,,,,open_one_side,0.4182275204096575,0.5186422324751853,0.1893851446564833,1,5,3,5,3,1,6,6,6,1,0.2636,0.2053,0.2636,0.1245,0.0856,0.0458,0.0116,0.0506,0.0573,0.1765,0.1375,0.2568,0.2,0.1213,0.1249,0.2996,0.3394,0.1102,0.0668,0.0459,0.0132,0.0056,0.0285,0.1128,0.2389,0.3068,0.2707,0.0366,0.0777,0.1452,0.2394,0.1645,0.1864,0.1645,0.0223,0.319,0.2485,0.1708,0.0628,0.0807,0.0628,0.0554,0.0223,0.0778,0.2116,0.2116,0.2116,0.2398,0.0253,0.0052,0.0264,0.1042,0.1718,0.1947,0.3638,0.1338,0.0299,0.0813,0.1519,0.1183,0.134,0.4129,0.0717,0.4612,0.317,0.1321,0.0334,0.0295,0.0203,0.0066
"Murray Hill, Manhattan",1st_avenue/north_to_south/028_n00017_S.jpg,n00017,1st_avenue,north_to_south,W,28,S,True,,1st Avenue,avenue_secondary,f1,3,3.1790747141717626,5,5.002773925104022,3,3.19315499606609,5,5.084475668265935,5,5.392141138732959,3,3.1288905162943976,5,5.062888888888889,6,5.719880211932734,6,5.766371847948815,2,2.199554896142433,,,,35.48634,,,0.5367320941078925,series,1.9742923184480123,0.6003349052351582,0.1939253793075228,3,5,3,6,6,3,6,6,6,1,0.0839,0.1568,0.3761,0.2281,0.1077,0.0396,0.0078,0.0237,0.0344,0.1544,0.1544,0.2884,0.2246,0.1202,0.0516,0.1801,0.3813,0.1801,0.1238,0.0751,0.0079,0.0069,0.0308,0.0947,0.2005,0.2918,0.3306,0.0447,0.0124,0.0338,0.104,0.1335,0.2494,0.3629,0.104,0.0887,0.2127,0.2731,0.1138,0.129,0.129,0.0538,0.0077,0.0345,0.1365,0.1985,0.225,0.3709,0.0269,0.0033,0.0168,0.0855,0.1409,0.1597,0.4341,0.1597,0.011,0.034,0.0923,0.0923,0.1343,0.5314,0.1046,0.3055,0.2696,0.2379,0.0682,0.0602,0.0468,0.0118
"Murray Hill, Manhattan",1st_avenue/north_to_south/029_n00016_S.jpg,n00016,1st_avenue,north_to_south,W,29,S,True,,1st Avenue,avenue_secondary,f1,3,3.2391366089179208,5,5.07282034346103,3,3.426725403817915,5,4.911102007374026,4,4.114563106796116,3,3.351607221488331,5,4.58489242282507,6,5.5233739837398375,6,5.562849813432836,1,1.4071128176997623,,,,27.870912,,,0.5367320941078925,radius_mean,4.135632516693593,0.6507512161862778,0.166108012264532,3,5,3,6,3,3,6,6,6,1,0.0693,0.1663,0.3521,0.242,0.1143,0.0477,0.0083,0.0171,0.0319,0.143,0.143,0.3028,0.2358,0.1262,0.0359,0.142,0.3405,0.1823,0.1609,0.1253,0.0132,0.0107,0.0481,0.1307,0.2155,0.2441,0.3135,0.0374,0.0568,0.1062,0.2248,0.1545,0.1984,0.2248,0.0345,0.0737,0.2004,0.2271,0.1216,0.1561,0.1561,0.0651,0.0199,0.0694,0.1887,0.2138,0.2138,0.2745,0.0199,0.0056,0.0252,0.1128,0.1859,0.1641,0.3936,0.1128,0.0274,0.058,0.1392,0.1229,0.1392,0.4288,0.0844,0.5469,0.2583,0.1077,0.0309,0.0272,0.0212,0.0078
"Murray Hill, Manhattan",1st_avenue/north_to_south/030_n00015_S.jpg,n00015,1st_avenue,north_to_south,W,30,S,True,,1st Avenue,avenue_secondary,f1,3,3.367823765020027,5,4.7275660725261215,4,3.6405013192612135,5,5.176066024759285,4,4.058066211245402,3,2.9445315562524503,4,4.447357112161582,6,5.58575017127198,5,5.344364351245085,2,1.6702127659574468,,,,27.171396,50.62375866522728,0.5367320941078925,0.5367320941078925,measured,7.523512567026711,0.7640134878831241,0.1066787986501278,3,5,3,6,3,2,4,6,6,1,0.0348,0.1378,0.3745,0.2917,0.1216,0.0348,0.0047,0.0208,0.044,0.1974,0.1742,0.3254,0.1742,0.0641,0.024,0.1074,0.3309,0.2274,0.1771,0.1217,0.0113,0.0032,0.0186,0.0833,0.1999,0.2908,0.3735,0.0307,0.0375,0.1019,0.2444,0.1903,0.2156,0.1903,0.0201,0.1063,0.2551,0.2551,0.1063,0.1205,0.1063,0.0502,0.0149,0.0667,0.2054,0.2327,0.2327,0.2327,0.0149,0.0038,0.0192,0.0977,0.1611,0.1825,0.4379,0.0977,0.0234,0.0721,0.1526,0.1347,0.1526,0.4149,0.0496,0.4444,0.3055,0.1443,0.0413,0.0322,0.0251,0.0072
"Murray Hill, Manhattan",1st_avenue/north_to_south/031_n00014_S.jpg,n00014,1st_avenue,north_to_south,W,31,S,True,,1st Avenue,avenue_secondary,f1,3,2.633440947000269,5,4.706152277362339,3,2.8861681796464405,5,5.306874557051736,5,4.841536167039522,3,2.584770114942529,4,4.121794871794872,5,5.339275608375779,6,5.6489600326264275,2,1.780668558814254,,,,27.171396,51.19934180092372,0.5306981504889148,0.5306981504889148,measured,11.544927849505664,0.714707182126892,0.1163246353286961,3,5,3,6,5,2,3,6,6,1,0.1207,0.3281,0.3717,0.1207,0.0444,0.0112,0.0032,0.0274,0.0451,0.2022,0.1784,0.2942,0.1784,0.0744,0.0824,0.2539,0.4186,0.154,0.0567,0.0303,0.0041,0.0024,0.0141,0.063,0.194,0.2822,0.4106,0.0337,0.0171,0.0528,0.1627,0.1843,0.2682,0.2682,0.0466,0.1478,0.3128,0.2436,0.0896,0.0896,0.0791,0.0374,0.0225,0.0785,0.2418,0.2418,0.2134,0.1883,0.0136,0.006,0.0271,0.1214,0.2002,0.1767,0.374,0.0946,0.0148,0.0456,0.124,0.1094,0.1405,0.4904,0.0752,0.4072,0.3171,0.1697,0.0429,0.0295,0.026,0.0075
